User_ID,Age,Gender,Job_Type,Annual_Income,Marital_Status,Number_of_Dependents,Rent,EMI,Grocery,Food_Outside,Travel,Entertainment,Healthcare,Subscriptions,Education,Savings,Financial_Goal,Target_Monthly_Expense
748,54,Female,Freelancer,707701.0,Single,4,5955.0,11135,4882.0,3890,2053,633,1031,544,1450,,Save for Trip,31573
749,54,Male,Self-Employed,910856.0,Single,4,18730.0,11930,4904.0,2164,350,1658,1399,623,1650,4862.0,Education,43408
750,27,Male,Salaried,873956.0,Married,2,15424.0,14003,5407.0,1805,3456,1588,1538,658,3929,8253.0,Emergency Fund,47808
751,27,Male,Salaried,746885.0,Single,3,22053.0,722,4251.0,2534,1303,580,1488,606,3799,10437.0,Buy House,37336
752,36,Female,Salaried,884485.0,Single,1,7328.0,6005,3861.0,1768,0,293,108,1013,1102,2822.0,Education,20955
753,34,Female,Salaried,610677.0,Single,4,15328.0,6633,3010.0,873,3733,2041,2308,1022,1411,7906.0,None,36359
754,38,Male,Self-Employed,725621.0,Married,3,11903.0,7928,4798.0,1927,1200,1346,1458,726,0,16321.0,None,30359
755,31,Male,Freelancer,463845.0,Married,1,4669.0,2913,3898.0,2870,3534,573,454,838,2825,7076.0,Emergency Fund,22574
756,26,Female,Freelancer,658453.0,Single,3,12552.0,10269,4555.0,2440,2418,2015,1180,1246,2862,3424.0,Save for Trip,39537
757,63,Male,Freelancer,865907.0,Married,0,14844.0,15557,6857.0,712,1796,709,2765,325,959,10234.0,Buy House,44524
758,18,Female,Salaried,,Single,1,21851.0,3231,4603.0,2798,0,494,979,1261,2523,6620.0,Save for Trip,37404
759,62,Female,Unemployed,427711.0,Single,3,9478.0,8754,6887.0,2510,1609,237,3080,1282,3212,13902.0,Education,37049
760,30,Female,Freelancer,619498.0,Married,1,14372.0,13020,5578.0,2125,0,67,1167,1037,537,15052.0,Emergency Fund,37843
761,21,Female,Student,554668.0,Married,1,13534.0,7049,4578.0,3083,1168,1107,2752,932,1698,2510.0,Buy House,35901
762,18,Female,Salaried,729830.0,Single,0,11130.0,5067,3470.0,2917,1662,0,2533,932,2327,19907.0,Emergency Fund,28750
763,57,Female,Student,509348.0,Married,3,11499.0,8713,4830.0,2883,2829,124,1616,359,2775,5525.0,Emergency Fund,35628
764,49,Female,Freelancer,943688.0,Married,2,15732.0,10935,4397.0,249,897,957,500,976,2872,6866.0,Emergency Fund,37515
765,51,Female,Freelancer,342065.0,Single,4,11497.0,2946,6776.0,2641,3654,1814,812,1131,1544,8463.0,Save for Trip,32815
766,45,Male,Salaried,850747.0,Single,1,10824.0,12145,7953.0,1707,0,1418,1284,426,862,14293.0,Education,36583
767,48,Male,Freelancer,447030.0,Single,1,9467.0,7150,6547.0,2336,685,1862,1776,499,0,18823.0,Education,29815
768,25,Male,Unemployed,240803.0,Single,1,4492.0,5331,3889.0,1064,1678,902,793,1239,1565,7854.0,Save for Trip,20953
769,56,Male,Self-Employed,647575.0,Single,1,16669.0,1867,5082.0,2918,0,2429,176,729,2936,12757.0,None,31980
770,43,Female,Self-Employed,549078.0,Married,4,9414.0,5388,4660.0,3068,320,0,1473,1074,4778,16287.0,Buy House,30009
771,51,Female,Student,378078.0,Single,2,18165.0,5572,4116.0,1902,1966,466,756,506,3363,6588.0,Buy House,36812
772,20,Male,Salaried,263725.0,Married,0,18305.0,3220,4864.0,304,2432,1569,910,1001,2208,,Save for Trip,34813
773,29,Male,Self-Employed,598328.0,Single,2,23991.0,9895,,2534,525,1102,960,995,1996,15366.0,Emergency Fund,46800
774,18,Other,Salaried,795167.0,Single,4,14223.0,8588,7755.0,2202,971,392,1556,179,1139,11731.0,Emergency Fund,37005
775,61,Male,Student,716991.0,Single,3,14801.0,11923,5493.0,83,2004,1197,2014,1031,159,9341.0,Education,38705
776,22,Male,Salaried,611341.0,Single,0,15061.0,10859,6239.0,1997,0,567,2667,638,3341,,Save for Trip,41138
777,47,Female,Self-Employed,695770.0,Single,0,13301.0,5439,6573.0,2816,1318,673,458,901,3832,11292.0,None,35311
778,47,Female,Self-Employed,594557.0,Married,3,17900.0,6744,6133.0,0,1265,2319,1075,726,233,1910.0,None,36155
779,34,Male,Freelancer,314055.0,Married,1,11587.0,5018,7047.0,2060,3265,1704,1981,1094,3883,8957.0,Buy House,37639
780,64,Male,Self-Employed,315821.0,Single,4,14761.0,1614,4443.0,2224,2035,1437,1538,1137,2392,10769.0,Buy House,31581
781,40,Male,Student,559366.0,Married,3,11457.0,9535,6439.0,2231,1519,1389,677,1227,3249,11279.0,Emergency Fund,37723
782,32,Female,Student,567869.0,Single,2,5444.0,8663,7943.0,1768,2268,213,2276,1183,4705,11877.0,Emergency Fund,34463
783,54,Female,Salaried,770197.0,Single,2,15722.0,5567,3919.0,2151,1721,324,1523,1119,123,7779.0,Save for Trip,32169
784,38,Male,Salaried,751461.0,Single,3,0.0,11221,4490.0,1789,568,1426,2859,760,488,11018.0,Emergency Fund,21852
785,31,Female,Salaried,721027.0,Married,4,14747.0,6641,4378.0,1727,2219,1660,1605,750,1693,6179.0,Emergency Fund,35420
786,19,Female,Salaried,543943.0,Single,0,17437.0,12931,8233.0,2474,2359,1682,1095,657,730,12350.0,Education,47598
787,28,Male,Self-Employed,323870.0,Single,0,14940.0,7382,3405.0,4559,1180,669,1110,576,975,7888.0,Save for Trip,34796
788,56,Female,Student,682414.0,Single,1,8054.0,2821,5165.0,1950,1700,379,350,332,3375,18237.0,Buy House,24126
789,55,Female,Freelancer,705034.0,Married,4,19732.0,14090,5738.0,1311,3453,1296,2640,981,2315,11041.0,Save for Trip,51556
790,51,Male,Salaried,122294.0,Married,2,21073.0,9462,4176.0,1871,1708,0,1418,792,2398,4670.0,None,42882
791,55,Male,Salaried,433132.0,Married,2,15328.0,4213,3513.0,1911,1295,669,49,855,2175,6779.0,Emergency Fund,30008
792,51,Female,Self-Employed,461789.0,Married,1,21274.0,6391,3770.0,1339,495,1791,2226,1010,1156,15047.0,Buy House,39452
793,35,Female,Self-Employed,623670.0,Single,2,22600.0,4682,4624.0,1335,601,600,634,813,2382,5422.0,Save for Trip,38271
794,47,Female,Salaried,439328.0,Married,1,8792.0,11965,4198.0,1150,1596,1504,1942,690,1831,0.0,Buy House,33668
795,32,Female,Student,592373.0,Married,1,7445.0,0,7165.0,1432,873,0,1111,742,3414,13285.0,Emergency Fund,21392
796,44,Female,Student,557893.0,Single,3,15716.0,9113,4211.0,2074,2098,847,1921,622,3060,15248.0,Buy House,39662
797,51,Male,Salaried,568170.0,Single,0,0.0,1128,4196.0,1908,1079,207,381,1106,2727,0.0,Buy House,9028
798,55,Female,Student,456721.0,Single,4,10892.0,459,5592.0,3137,4369,0,1722,396,2096,18755.0,Buy House,28284
799,50,Male,Salaried,472203.0,Single,4,8705.0,9642,,0,1732,512,862,932,1423,8452.0,None,29197
800,41,Male,Freelancer,383947.0,Married,0,11054.0,3158,219.0,1826,0,917,65,833,285,1822.0,Education,18277
801,32,Female,Salaried,,Single,4,5864.0,10789,3696.0,1426,1689,748,1977,392,6487,,Save for Trip,33068
802,47,Female,Salaried,714221.0,Single,2,11237.0,11857,,787,1130,1097,1354,744,2004,17452.0,Buy House,34452
803,59,Male,Student,445876.0,Married,2,15030.0,6212,3483.0,1177,2217,1350,1004,990,3102,0.0,None,34565
804,34,Female,Salaried,904128.0,Single,4,20629.0,9954,6444.0,172,1505,1254,1071,743,3333,11550.0,Buy House,45105
805,22,Male,Freelancer,537080.0,Single,3,14343.0,13894,2756.0,1841,1915,959,2023,569,2078,18066.0,Buy House,40378
806,46,Male,Salaried,906037.0,Married,4,3127.0,4166,6577.0,2002,4213,1225,1520,816,1844,9550.0,Education,25490
807,21,Male,Salaried,471575.0,Single,1,12327.0,11447,1827.0,597,1288,0,1966,369,1173,9960.0,None,30978
808,27,Female,Salaried,194684.0,Married,1,19096.0,4888,5121.0,1939,2236,104,1503,632,0,14115.0,Education,35178
809,34,Female,Salaried,680440.0,Single,0,10964.0,8014,7346.0,2076,2607,223,2286,458,4782,12075.0,None,38756
810,27,Male,Self-Employed,649709.0,Single,2,15427.0,5510,4108.0,1077,1812,1008,380,874,1284,7338.0,Save for Trip,31480
811,34,Female,Salaried,606879.0,Single,3,18064.0,5658,5035.0,2092,0,1581,332,1123,479,13848.0,Save for Trip,34252
812,37,Male,Self-Employed,471554.0,Single,4,12862.0,6562,6542.0,2052,2278,2156,1916,930,4269,15663.0,Education,39567
813,41,Female,,593086.0,Married,1,13794.0,5603,6499.0,1808,0,1288,2297,1312,1694,1266.0,Save for Trip,33805
814,22,Male,Freelancer,497748.0,Married,2,14948.0,7475,5454.0,2784,3208,0,1890,1116,2253,14051.0,Buy House,38984
815,51,Male,Salaried,,Married,2,9921.0,12675,,3045,196,1221,2398,537,1376,3783.0,Save for Trip,36096
816,23,Female,Student,768326.0,Single,3,10978.0,2490,4712.0,3090,3462,1544,2238,740,0,9433.0,Save for Trip,29040
817,19,Male,Salaried,636843.0,Married,3,7610.0,9714,2915.0,1137,1584,632,1733,920,2084,6318.0,Save for Trip,28329
818,30,Male,Salaried,721990.0,Married,3,9574.0,3686,3463.0,1811,2374,778,0,581,1985,5829.0,Buy House,24215
819,60,Female,Salaried,553626.0,Single,3,16056.0,3931,5054.0,26,2011,1636,1401,942,1447,16376.0,None,32504
820,60,Other,Salaried,531597.0,Married,1,14695.0,579,5410.0,2685,2472,892,1180,923,3608,13251.0,Save for Trip,32444
821,28,Male,Salaried,369303.0,Single,3,6333.0,12306,8856.0,2849,0,1070,1924,888,3108,16455.0,Save for Trip,36863
822,64,Male,Self-Employed,525993.0,Single,2,7243.0,7035,6171.0,3110,857,742,1962,774,4164,5803.0,Emergency Fund,32058
823,40,Male,Salaried,-64223.0,Married,2,9086.0,4404,4477.0,3860,1907,1775,264,501,551,14658.0,Emergency Fund,26825
824,33,Female,Salaried,481956.0,Married,4,4951.0,8519,5766.0,3067,1552,0,488,922,2931,16738.0,None,28137
825,48,Male,Freelancer,583625.0,Single,2,13281.0,6604,2354.0,2537,1099,814,0,823,5102,10158.0,Save for Trip,32192
826,28,Female,Salaried,712735.0,Single,2,8874.0,12405,5127.0,2100,1692,662,2832,577,2998,6416.0,Save for Trip,37267
827,33,Other,Salaried,546264.0,Married,1,14580.0,3929,6027.0,4600,1279,596,1937,818,2990,9178.0,None,36756
828,25,Male,Salaried,669535.0,Married,2,17079.0,7434,6040.0,2263,3708,189,1148,693,2116,4881.0,None,40670
829,21,Male,Freelancer,164042.0,Single,0,3635.0,11402,4901.0,4410,2843,1925,1674,949,3160,8464.0,Emergency Fund,34899
830,57,Male,Salaried,588633.0,Single,2,,3738,5855.0,1318,2984,747,1789,951,716,8531.0,Buy House,26975
831,21,Male,Salaried,264099.0,Single,4,4273.0,6155,4597.0,1688,3307,494,2084,642,1085,1594.0,None,24325
832,42,Female,Self-Employed,358339.0,Married,4,2813.0,2890,,2760,1991,1555,0,785,737,12810.0,Emergency Fund,19040
833,20,Male,Self-Employed,562567.0,Single,3,14723.0,4527,3588.0,0,566,995,833,657,1390,6244.0,Education,26274
834,49,Male,Self-Employed,855253.0,Single,1,13056.0,1783,3307.0,1760,1221,0,1683,1233,1947,14113.0,Buy House,25782
835,20,Female,Freelancer,674241.0,Single,4,9171.0,3757,6895.0,3198,1852,0,1529,701,4326,,Emergency Fund,31080
836,44,Male,Salaried,603646.0,Married,0,7248.0,2761,4722.0,1619,1652,901,1954,888,3746,1368.0,None,25491
837,46,Female,Salaried,596094.0,Married,0,6593.0,5329,5663.0,2000,174,1373,443,1342,474,13382.0,Education,23391
838,49,Male,Salaried,457274.0,Married,3,,11888,3823.0,421,1857,935,1266,45,643,13082.0,Education,33761
839,36,Female,Salaried,491203.0,Single,1,10840.0,9120,3310.0,1593,380,0,1442,993,1156,15325.0,None,28833
840,38,Female,Salaried,685475.0,Single,1,7519.0,13189,4183.0,1177,3442,1651,1994,954,1082,12201.0,None,35191
841,22,Female,Salaried,322928.0,Married,2,14087.0,6451,5637.0,2753,2280,444,1718,616,3727,0.0,Education,37713
842,35,Female,Self-Employed,718611.0,Married,0,13413.0,4412,1906.0,2808,1310,2493,772,387,4454,4172.0,Buy House,31955
843,45,Male,Self-Employed,522299.0,Married,0,7147.0,7491,5311.0,1204,1564,885,2385,666,192,7368.0,Education,26845
844,59,Male,Salaried,765111.0,Married,0,9629.0,5570,6022.0,1053,3226,1346,1069,719,2413,6280.0,None,31047
845,39,Female,Freelancer,792219.0,Married,0,16303.0,9643,3677.0,3561,5,1782,736,900,1589,5621.0,Buy House,38196
846,38,Female,Salaried,265383.0,Married,4,15742.0,1982,5362.0,682,1020,1189,1588,388,0,9000.0,Emergency Fund,26932
847,23,Male,Salaried,483684.0,Married,1,8719.0,7711,5246.0,2781,2034,957,838,510,971,12982.0,Save for Trip,29767
848,18,Male,Self-Employed,428894.0,Married,2,20308.0,14015,3700.0,2039,0,1512,2350,658,1813,17035.0,Save for Trip,45838
849,22,Male,Salaried,237454.0,Single,4,11124.0,4315,,3114,1360,789,2619,1407,323,15857.0,Save for Trip,29830
850,58,Male,Salaried,393493.0,Single,1,15942.0,6236,4979.0,2202,1056,1138,1128,687,1239,13090.0,Emergency Fund,34607
851,29,Male,Salaried,1088251.0,Married,3,6743.0,1091,3694.0,1470,3969,869,759,559,3085,12656.0,Emergency Fund,22239
852,43,Female,Student,721902.0,Single,0,11239.0,12438,4478.0,835,1365,1025,1987,1038,2189,10060.0,Education,36594
853,63,Male,Freelancer,983458.0,Married,2,7422.0,7607,4965.0,860,469,1584,1555,311,3317,10147.0,Emergency Fund,28090
854,51,Male,Salaried,765820.0,Single,1,3732.0,5920,5430.0,738,615,154,952,538,342,7204.0,Emergency Fund,18421
855,31,Female,Freelancer,451631.0,Single,3,11788.0,8190,,1887,0,677,1236,205,7,3304.0,None,30631
856,43,Female,Freelancer,523646.0,Single,0,10360.0,7716,3548.0,2812,3186,646,1432,772,2759,7439.0,Emergency Fund,33231
857,62,Female,Self-Employed,717687.0,Single,3,17360.0,5197,7030.0,1083,1608,1687,242,627,3145,,None,37979
858,44,Female,Freelancer,687501.0,Single,3,9112.0,2382,3654.0,965,1326,908,2218,1199,0,14147.0,Education,20566
859,26,Male,Salaried,484532.0,Single,4,13344.0,8616,4996.0,2179,2441,350,765,860,1235,15302.0,Save for Trip,34786
860,43,Female,Salaried,,Married,3,9971.0,8059,6379.0,3391,2048,0,1113,781,3914,4051.0,Buy House,35274
861,64,Female,Self-Employed,1257552.0,Single,4,7134.0,6449,5661.0,2773,1516,1799,1569,499,2004,9330.0,Save for Trip,29404
862,39,Male,Self-Employed,571770.0,Single,4,16033.0,6778,1468.0,1909,498,989,2305,722,265,6928.0,Education,30967
863,64,Female,Self-Employed,534852.0,Single,3,8929.0,12322,6628.0,973,958,863,2987,1076,0,8826.0,Buy House,34415
864,47,Female,Self-Employed,622667.0,Married,1,9829.0,9163,5485.0,2048,1625,937,1278,513,2805,0.0,Save for Trip,33683
865,60,Male,Student,551454.0,Married,3,6063.0,2696,4166.0,2885,2169,1780,2269,1060,2522,0.0,Education,25610
866,34,Male,Student,624546.0,Married,3,3557.0,13157,4804.0,2584,168,1305,1070,457,4699,9681.0,Education,31801
867,43,Male,Student,857389.0,Single,1,14266.0,10723,5641.0,2258,1414,0,1946,734,0,13455.0,None,36543
868,53,Male,Freelancer,575090.0,Single,0,11504.0,10437,5879.0,3110,2793,1414,1054,1017,661,13688.0,Emergency Fund,37869
869,18,Male,Student,367458.0,Married,2,16591.0,4827,5824.0,3497,260,0,166,985,3376,5998.0,None,35279
870,25,Female,Salaried,567671.0,Married,0,14545.0,11415,3927.0,2836,2244,1500,2264,538,979,15785.0,None,40248
871,52,Male,Salaried,507120.0,Single,3,5775.0,8722,4982.0,0,200,676,933,624,0,10646.0,Save for Trip,21170
872,32,Female,Salaried,884780.0,Single,0,12016.0,3353,3735.0,2967,968,1515,1683,776,1977,13721.0,Education,28990
873,64,Female,Freelancer,834224.0,Single,2,11823.0,9151,6149.0,1853,0,1562,198,1325,694,12047.0,Emergency Fund,32275
874,39,Female,Self-Employed,621505.0,Single,0,17055.0,11807,4634.0,2134,1802,560,436,1312,3358,14482.0,Education,43098
875,31,Female,Freelancer,344253.0,Married,2,18165.0,10273,5655.0,1746,730,989,26,1142,1235,6401.0,Buy House,39961
876,43,Male,Salaried,354822.0,Single,0,3355.0,800,4229.0,1321,0,1160,1765,1064,2710,7084.0,Save for Trip,15907
877,45,Male,Salaried,603025.0,Single,4,17493.0,9598,5129.0,0,1638,493,723,393,3233,4882.0,None,38328
878,40,Female,Freelancer,667265.0,Single,3,16821.0,6545,4712.0,2298,2560,487,2641,1166,2356,4458.0,Emergency Fund,39586
879,31,Female,Salaried,525075.0,Married,2,7941.0,460,3179.0,696,1909,1317,274,477,6501,6234.0,Emergency Fund,22754
880,41,Female,,,Married,3,11772.0,10597,6636.0,2521,1860,1896,1651,507,2389,6964.0,Emergency Fund,39829
881,19,Male,Salaried,481440.0,Married,4,1484.0,10732,6003.0,1604,2284,184,0,901,4570,20444.0,Buy House,27629
882,62,Female,Salaried,595321.0,Single,0,11749.0,7875,3096.0,3122,781,1357,3205,803,605,18196.0,None,32593
883,43,Male,Freelancer,123448.0,Married,3,6751.0,3921,3771.0,3742,1610,835,518,794,2050,13184.0,Emergency Fund,23992
884,31,Female,Salaried,,Single,0,14605.0,13575,4108.0,1872,3699,1473,2003,423,3715,7266.0,Education,45473
885,24,Other,Self-Employed,474590.0,Single,0,14066.0,10191,6976.0,1483,1647,1322,1058,686,1874,10047.0,Emergency Fund,39303
886,20,Male,Salaried,841501.0,Single,3,11530.0,10417,6301.0,1273,664,1216,2066,414,2612,18100.0,Emergency Fund,36493
887,64,Female,Freelancer,437237.0,Single,2,12983.0,11686,5325.0,2450,1849,0,648,1142,3921,8448.0,Emergency Fund,39998
888,40,Male,Salaried,636094.0,Single,2,8051.0,12850,2628.0,1421,1119,2310,1597,216,2485,3322.0,Buy House,32677
889,63,Male,Self-Employed,645309.0,Married,3,6358.0,9291,5685.0,1975,1463,931,1011,976,0,23227.0,None,27492
890,60,Female,Freelancer,859583.0,Single,2,22572.0,3446,5254.0,1070,2244,805,3637,683,2200,10948.0,Education,41911
891,64,Female,Salaried,852515.0,Single,1,17123.0,5256,4483.0,2052,961,1480,726,391,3049,21258.0,Save for Trip,35521
892,62,Female,Student,588499.0,Single,0,12654.0,5922,6983.0,3664,0,0,618,968,2476,10696.0,Emergency Fund,31639
893,35,Female,Self-Employed,504903.0,Single,3,10930.0,12863,4700.0,1263,1327,1547,2743,1019,1217,11073.0,None,37609
894,55,Female,Salaried,467233.0,Single,4,24014.0,8860,6771.0,2015,1993,1684,2074,714,382,15730.0,Buy House,48507
895,52,Female,Salaried,551787.0,Single,3,20368.0,5263,,2491,3248,139,839,1222,967,10743.0,Education,38986
896,32,Female,Student,513193.0,Single,3,10576.0,7203,3717.0,3336,2571,1291,1574,589,3102,11003.0,None,33959
897,42,Male,Freelancer,710725.0,Single,0,7147.0,13291,3131.0,3153,1167,948,1600,1185,2201,15785.0,Emergency Fund,33823
898,54,Other,,684062.0,Single,4,12262.0,10458,4880.0,2727,1980,1269,1707,1154,2002,19212.0,None,38439
899,45,Male,Salaried,718360.0,Single,0,10110.0,12171,5067.0,2408,1254,0,2097,281,2580,15015.0,Buy House,35920
900,27,Female,Freelancer,851857.0,Single,2,7264.0,3537,3568.0,4869,2385,1874,585,1503,1725,9104.0,Save for Trip,27310
901,56,Male,Self-Employed,972574.0,Single,3,18860.0,7162,3637.0,2708,1341,1490,1696,863,3530,8401.0,Buy House,41287
902,34,Male,Freelancer,624933.0,Single,0,14622.0,5436,6763.0,2289,2254,270,1228,950,357,9711.0,Save for Trip,34169
903,56,Male,Salaried,819893.0,Married,1,9964.0,14007,6113.0,3205,3168,651,0,408,3102,11302.0,Emergency Fund,40085
904,39,Female,Freelancer,529668.0,Single,3,9895.0,7449,7746.0,2579,4047,1716,1072,1350,3870,8271.0,Education,39724
905,43,Male,Salaried,837001.0,Single,2,12064.0,5704,2574.0,4544,9,1256,1071,778,5141,10853.0,Buy House,33141
906,61,Male,Salaried,812302.0,Married,0,9570.0,0,7562.0,1440,0,544,2166,623,2750,15822.0,Education,24336
907,42,Female,Self-Employed,801683.0,Married,0,9138.0,13643,3819.0,1952,563,1150,2499,859,0,7736.0,Buy House,33518
908,34,Female,Unemployed,618814.0,Married,1,22269.0,13837,3027.0,665,1443,725,1989,725,6376,13524.0,Education,51056
909,30,Male,Salaried,466328.0,Married,2,7440.0,0,5375.0,1889,972,151,0,960,4593,5725.0,Save for Trip,20971
910,37,Male,Salaried,321094.0,Single,1,942.0,8850,2210.0,823,2749,837,3167,482,4740,7671.0,None,24800
911,42,Male,Self-Employed,591993.0,Single,3,15272.0,11786,6625.0,2122,708,1335,2377,1167,1368,15300.0,None,42760
912,21,Male,Self-Employed,906603.0,Married,4,17582.0,9908,5258.0,1306,387,537,1432,1219,2351,16556.0,Save for Trip,39980
913,27,Female,Freelancer,538031.0,Married,0,12771.0,6256,3945.0,2789,2837,1366,1622,909,2023,3583.0,Save for Trip,34518
914,20,Female,Freelancer,757025.0,Married,1,3944.0,4215,6503.0,1507,2044,1647,1889,983,1534,18910.0,Emergency Fund,24266
915,58,Female,Salaried,768790.0,Married,0,11320.0,12673,4797.0,2711,1797,1519,1587,438,625,12272.0,Buy House,37467
916,62,Male,Unemployed,543263.0,Single,0,9456.0,11083,5053.0,1789,387,1329,2173,463,3453,0.0,Education,35186
917,35,Female,Freelancer,863269.0,Single,1,18686.0,10552,,3191,2572,150,2650,785,4091,4570.0,Save for Trip,48618
918,64,Female,Student,18268.0,Married,0,7774.0,12686,4054.0,1907,1270,817,0,512,3865,14549.0,Education,32854
919,53,Female,Self-Employed,,Married,2,13152.0,16745,3417.0,1566,1635,1139,1207,0,1013,13812.0,Buy House,39786
920,64,Female,,416874.0,Married,2,,6697,4804.0,180,1841,964,1809,945,1036,13719.0,Education,33266
921,39,Female,Salaried,436057.0,Married,4,,6705,2973.0,651,2886,1552,475,1288,3244,0.0,None,27486
922,51,Female,Salaried,667253.0,Single,2,9025.0,6382,4354.0,2747,1944,933,3201,958,3500,10139.0,Emergency Fund,33044
923,64,Male,Student,658008.0,Single,1,14166.0,4309,3498.0,716,815,1730,0,795,2597,8161.0,Buy House,27987
924,25,Female,Salaried,678798.0,Married,2,0.0,12778,4532.0,2956,1494,1623,942,1148,1327,10020.0,Buy House,22780
925,57,Female,Salaried,719216.0,Single,4,18810.0,13377,3655.0,1565,2179,656,2037,912,3806,6242.0,Emergency Fund,46997
926,61,Female,Freelancer,409979.0,Single,3,6943.0,12262,4488.0,1986,3199,189,3292,558,4044,0.0,Buy House,36961
927,36,Male,Freelancer,356365.0,Single,3,12221.0,14668,6541.0,2563,1094,1594,1748,505,3153,0.0,Emergency Fund,44087
928,59,Female,Salaried,679264.0,Single,1,5237.0,8406,3886.0,3076,1007,1887,1981,484,1195,13018.0,Save for Trip,27159
929,58,Female,Student,473954.0,Single,4,18592.0,9502,5576.0,541,2262,762,1046,681,939,6424.0,Save for Trip,39901
930,54,Male,Self-Employed,285905.0,Married,2,12003.0,10610,2287.0,620,617,1298,3099,1028,4116,6121.0,Education,35678
931,23,Male,Self-Employed,794269.0,Single,4,13069.0,6320,4505.0,1738,868,1657,2862,917,1514,12203.0,None,33450
932,43,Female,Freelancer,879020.0,Single,0,14797.0,3720,3763.0,3196,1526,0,2170,1226,1580,10380.0,None,31970
